OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,BsmtFinSF1,1stFlrSF,GarageCars,GarageArea,LotArea,TotRmsAbvGrd,Age,Neighborhood,YearRemodAdd,MasVnrArea,BsmtUnfSF,FullBath,LotFrontage,WoodDeckSF,GarageYrBlt,GarageType
7,1414,1414,0,24,1414,2,494,8773,6,6,CollgCr,2004,98.0,1390,2,65.0,132,2004.0,Attchd
7,1744,996,730,402,1014,2,457,9453,7,17,SawyerW,2003,0.0,594,2,69.0,370,1993.0,Attchd
8,1694,1694,0,0,1694,3,818,12030,7,0,NridgHt,2007,254.0,1694,2,93.0,168,2007.0,Attchd
6,1487,735,689,94,798,1,220,8741,7,65,Edwards,1950,0.0,641,1,52.0,0,1949.0,Detchd
8,1566,1566,0,1078,1566,2,750,9000,7,2,Somerst,2008,36.0,488,2,75.0,144,2008.0,Attchd
5,866,686,0,329,866,0,0,3880,4,62,OldTown,1997,0.0,357,1,40.0,58,1980.0,missing
5,1440,540,551,0,889,1,352,5000,6,106,OldTown,1950,0.0,540,1,63.0,0,1940.0,Attchd
6,1217,626,591,0,626,1,288,10762,6,29,SawyerW,1980,0.0,626,1,75.0,0,1980.0,Attchd
7,2110,948,888,695,1222,2,463,8880,8,16,SawyerW,2002,0.0,253,2,69.0,0,1994.0,Attchd
7,1872,1845,0,929,1872,2,604,10400,6,18,NWAmes,1988,102.0,916,2,80.0,197,1988.0,Attchd
6,1928,1020,1020,0,908,1,440,9142,9,96,OldTown,1950,0.0,1020,2,69.0,0,1910.0,Detchd
6,1375,1367,0,0,1375,2,451,11310,5,52,NAmes,1954,0.0,1367,1,75.0,0,1954.0,Attchd
7,1668,840,828,0,840,2,500,11317,8,4,CollgCr,2003,101.0,840,2,72.0,144,2003.0,Attchd
6,2144,1444,700,697,1444,2,389,159000,7,49,ClearCr,2006,472.0,747,2,69.0,0,1958.0,Attchd
3,1306,728,0,0,1306,0,0,5350,6,70,BrkSide,1966,0.0,728,1,55.0,263,1980.0,missing
8,1625,1573,0,1573,1625,2,538,4750,5,1,Crawfor,2007,481.0,0,2,44.0,123,2006.0,Attchd
6,1640,798,842,0,798,2,520,8366,6,4,SawyerW,2004,0.0,798,2,65.0,138,2004.0,Attchd
6,1302,1302,0,270,1302,1,309,9350,7,43,NAmes,1991,108.0,452,2,85.0,333,1964.0,Attchd
5,1314,1314,0,922,1314,1,294,8400,5,53,NAmes,1957,0.0,392,1,70.0,250,1957.0,Attchd
7,2291,975,1286,0,1005,2,429,8738,8,7,Gilbert,1999,302.0,975,2,66.0,192,1999.0,BuiltIn
6,1728,864,864,503,864,2,673,8791,7,5,Somerst,2003,0.0,361,2,64.0,216,2003.0,Attchd
7,1604,1604,0,1334,1604,2,660,8814,8,3,CollgCr,2006,180.0,270,2,68.0,123,2006.0,Attchd
7,1792,963,829,361,963,2,564,12435,7,7,CollgCr,2001,172.0,602,2,80.0,0,2001.0,Attchd
5,882,0,0,0,882,1,308,12702,4,52,OldTown,1956,0.0,0,1,70.0,0,1956.0,Detchd
6,1382,1362,0,672,1382,2,884,19296,6,47,NAmes,1962,399.0,0,1,120.0,0,1991.0,Attchd
8,2574,1482,1092,0,1482,3,868,9588,10,0,CollgCr,2007,270.0,1482,2,69.0,0,2007.0,BuiltIn
6,1212,506,0,506,1212,2,492,8471,6,29,Sawyer,1995,46.0,0,1,88.0,292,1978.0,Attchd
5,1316,926,0,234,926,2,484,5500,6,81,OldTown,2001,0.0,0,1,50.0,0,1974.0,Detchd
5,764,680,0,0,764,2,504,5232,4,83,OldTown,2004,0.0,680,1,30.0,0,1965.0,Detchd
6,1422,1422,0,588,1422,2,576,12090,7,27,NWAmes,1981,210.0,606,2,78.0,276,1981.0,Attchd
6,1511,802,709,714,802,2,413,11207,8,9,Gilbert,1997,0.0,88,2,70.0,95,1997.0,Attchd
5,2192,720,720,378,1052,1,240,8400,8,69,SWISU,1997,0.0,342,2,60.0,262,1939.0,Detchd
5,778,740,0,403,778,1,924,6900,4,68,IDOTRR,1955,0.0,212,1,71.0,0,1966.0,Detchd
6,1113,1143,0,751,1113,1,504,7917,6,31,Edwards,1976,174.0,392,1,69.0,370,1987.0,Attchd
8,1939,1095,844,0,1095,3,1053,10728,8,0,Somerst,2006,0.0,1095,2,84.0,192,2006.0,Attchd
7,1363,1385,0,226,1363,2,439,39104,5,54,ClearCr,2005,0.0,96,1,73.0,81,1954.0,Attchd
8,2270,1152,1106,524,1164,3,671,11764,9,11,NoRidge,2007,348.0,628,2,92.0,132,1999.0,Attchd
6,1632,1240,0,620,1632,1,338,9600,6,51,NAmes,1988,183.0,0,2,80.0,289,1958.0,Attchd
5,816,816,0,546,816,1,264,8314,5,25,Mitchel,1982,0.0,270,1,76.0,168,1982.0,Attchd
7,1548,952,596,0,952,2,672,7264,5,84,BrkSide,2007,0.0,952,2,55.0,74,1978.0,Detchd
7,1560,1560,0,0,1560,2,573,9196,7,7,Mitchel,2003,0.0,1560,2,129.0,100,2003.0,Attchd
4,864,864,0,120,864,2,400,19138,4,59,Gilbert,1951,0.0,744,1,140.0,0,1951.0,Detchd
9,2121,2121,0,0,2121,3,732,14450,8,1,NridgHt,2007,315.0,2121,2,107.0,124,2007.0,Attchd
7,2022,1160,866,392,1156,2,505,10005,8,31,ClearCr,1977,299.0,768,2,83.0,288,1977.0,Attchd
7,1982,807,807,421,1175,2,575,11287,7,18,SawyerW,1989,340.0,386,2,82.0,0,1989.0,Attchd
6,1262,1262,0,905,1262,2,572,7200,5,0,Somerst,2006,68.0,357,2,60.0,0,2006.0,Attchd
7,1314,1314,0,904,1314,2,626,5063,6,2,NridgHt,2008,166.0,410,2,34.0,172,2008.0,Attchd
8,1468,1468,0,0,1468,3,898,9612,6,1,Somerst,2009,72.0,1468,2,74.0,210,2008.0,Attchd
6,1575,1575,0,430,1575,2,529,8012,5,15,SawyerW,1992,0.0,1145,2,50.0,0,1992.0,Attchd
7,1250,625,625,0,625,2,528,4251,5,1,Somerst,2007,0.0,625,2,35.0,0,2006.0,Detchd
6,1734,912,649,600,1085,2,440,9786,7,44,NAmes,1981,0.0,312,1,77.0,0,1962.0,Attchd
4,858,858,0,614,858,0,0,8125,5,35,NAmes,1971,0.0,244,1,69.0,0,1980.0,missing
5,900,882,0,450,900,1,280,9819,5,43,Sawyer,1967,31.0,432,1,69.0,0,1970.0,Detchd
6,1396,698,698,0,698,1,384,8730,7,92,BrkSide,2003,0.0,698,1,60.0,0,2003.0,Detchd
8,1919,1079,840,0,1079,2,685,15611,8,0,CollgCr,2006,0.0,1079,2,120.0,0,2006.0,Attchd
5,1716,780,780,210,936,0,0,5687,9,96,SWISU,2000,0.0,570,2,55.0,0,1980.0,missing
5,1716,768,568,292,1148,1,281,11409,8,60,Edwards,2008,0.0,476,1,60.0,0,1949.0,Attchd
7,2263,795,795,795,1468,2,539,16659,9,29,NWAmes,1994,34.0,0,2,69.0,0,1977.0,Attchd
6,1644,1416,0,1285,1644,2,418,9600,7,56,NAmes,1953,238.0,131,1,80.0,110,1953.0,Attchd
6,1003,1003,0,819,1003,2,588,7937,6,22,Mitchel,1984,0.0,184,1,37.0,120,1984.0,Detchd
5,1558,910,648,420,910,1,282,13710,6,57,IDOTRR,1950,0.0,490,1,75.0,289,1950.0,Attchd
7,1950,975,975,649,975,2,576,7399,7,10,Somerst,1998,1600.0,326,2,66.0,0,1997.0,Detchd
6,1743,702,702,384,1041,2,539,11700,7,39,NWAmes,1968,365.0,143,1,90.0,224,1968.0,Attchd
6,1152,1092,0,0,1152,1,300,14000,6,59,Crawfor,2004,0.0,1092,1,80.0,0,1950.0,Attchd
5,1336,1165,0,841,1336,1,375,15750,5,53,Crawfor,1953,56.0,324,1,90.0,0,1953.0,Attchd
8,2452,1028,1242,281,1210,2,683,16226,9,9,CollgCr,1999,0.0,747,2,66.0,208,1998.0,BuiltIn
7,1541,1541,0,0,1541,3,843,13704,6,5,CollgCr,2002,150.0,1541,2,118.0,468,2001.0,Attchd
5,894,894,0,894,894,2,552,9800,5,34,CollgCr,1972,0.0,0,1,70.0,256,1975.0,Attchd
7,3493,1470,1818,0,1675,3,870,18386,10,128,OldTown,2002,0.0,1470,3,87.0,302,2003.0,Attchd
8,2000,2000,0,1464,2000,3,888,10386,8,3,CollgCr,2005,246.0,536,2,80.0,168,2004.0,Attchd
7,2243,700,1121,700,1122,3,746,13474,8,17,SawyerW,1991,246.0,0,2,116.0,127,1990.0,Attchd
6,1406,319,371,0,1035,0,0,7920,6,88,IDOTRR,1950,0.0,319,1,69.0,0,1980.0,missing
4,861,861,0,262,861,2,539,12342,4,69,Edwards,1950,0.0,599,1,69.0,158,1961.0,Detchd
9,1944,1896,0,1274,1944,3,708,12378,8,3,NridgHt,2004,0.0,622,2,90.0,208,2003.0,Attchd
6,1501,697,804,518,697,2,420,7685,6,13,Gilbert,1994,112.0,179,2,69.0,190,1993.0,Attchd
6,972,972,0,680,972,1,240,8000,5,61,NAmes,2002,0.0,292,1,50.0,0,1948.0,Detchd
5,1118,793,325,507,793,2,410,7800,5,67,OldTown,1950,0.0,286,1,65.0,0,1939.0,Detchd
7,2036,2136,0,1236,2036,2,513,215245,8,44,Timber,1965,0.0,80,2,150.0,0,1965.0,Attchd
7,1641,728,809,16,832,2,546,9600,6,81,OldTown,1990,0.0,712,1,60.0,0,1925.0,Detchd
7,1432,716,716,425,716,2,432,7795,6,5,Gilbert,2005,0.0,291,2,71.0,100,2004.0,Attchd
7,2353,845,1200,692,1153,2,484,13005,10,29,NWAmes,1980,278.0,153,2,94.0,288,1983.0,Attchd
8,1959,1088,871,0,1088,3,1025,9000,8,1,Somerst,2006,0.0,1088,2,75.0,208,2006.0,Attchd
7,2646,1347,1274,987,1372,3,656,9900,9,16,NoRidge,1993,256.0,360,2,90.0,340,1993.0,Attchd
7,1472,1372,0,1036,1472,2,588,14115,6,29,NWAmes,1980,225.0,336,2,69.0,233,1980.0,Attchd
9,2596,1249,1347,0,1249,3,840,16259,9,0,NridgHt,2006,370.0,1249,3,111.0,240,2006.0,Attchd
8,2468,1136,1332,970,1136,3,872,12099,10,3,NridgHt,2004,388.0,166,2,99.0,184,2004.0,BuiltIn
7,2730,1502,1177,28,1553,2,576,10380,8,21,SawyerW,1987,172.0,0,2,86.0,201,1987.0,Attchd
3,1163,1162,0,256,1163,1,220,5820,6,51,OldTown,2005,0.0,906,1,49.0,142,1955.0,Attchd
7,2978,710,1080,0,1898,2,564,11275,11,43,NAmes,2007,300.0,710,2,96.0,240,1961.0,BuiltIn
5,803,720,0,116,803,2,360,5000,5,66,IDOTRR,1950,0.0,604,1,50.0,0,1941.0,Detchd
8,1719,1719,0,1619,1719,2,473,10846,6,15,Veenker,1993,0.0,100,1,32.0,122,1993.0,Attchd
6,1383,1383,0,565,1383,1,292,11600,7,46,NAmes,1960,175.0,818,1,80.0,0,1960.0,Attchd
6,2134,844,689,0,1445,2,441,11888,10,93,BrkSide,1994,0.0,844,2,69.0,0,1930.0,Detchd
5,1192,596,596,0,596,1,189,6402,6,89,IDOTRR,1950,0.0,596,1,60.0,0,1920.0,Detchd
5,1728,1728,0,40,1728,1,352,10624,10,43,NAmes,1964,84.0,1424,2,69.0,155,2002.0,Detchd
5,1056,1056,0,846,1056,1,308,8176,6,49,NAmes,1992,0.0,210,1,70.0,0,1958.0,Attchd
8,1629,3206,0,1124,1629,3,880,10655,7,6,NridgHt,2004,296.0,1603,2,85.0,0,2003.0,Attchd
7,1358,1358,0,720,1358,2,484,8198,6,4,NridgHt,2004,146.0,638,2,59.0,192,2004.0,Attchd
6,1638,943,695,828,943,2,472,9042,7,10,Gilbert,1998,0.0,115,2,59.0,100,1998.0,Attchd
5,1786,1499,167,1249,1619,2,529,164660,7,43,Timber,1965,0.0,103,2,69.0,670,1965.0,Attchd
9,1922,1922,0,1249,1922,3,676,14157,8,2,StoneBr,2006,200.0,673,2,86.0,178,2005.0,Attchd
7,1536,1536,0,810,1536,2,532,9135,7,6,CollgCr,2003,113.0,726,2,70.0,192,2002.0,Attchd
7,1621,1208,0,213,1621,2,440,14145,8,22,NWAmes,1998,0.0,995,2,91.0,108,1984.0,Attchd
6,1215,1215,0,585,1215,1,297,12400,6,51,NAmes,1998,176.0,630,1,66.0,0,1958.0,Attchd
8,1908,967,915,0,993,2,431,14191,9,8,Timber,2002,0.0,967,2,85.0,135,2002.0,Attchd
4,841,721,0,0,841,1,294,8400,4,59,SawyerW,1950,0.0,721,1,60.0,250,1950.0,CarPort
3,1040,0,0,0,1040,2,400,8544,6,57,NAmes,1950,340.0,0,2,69.0,0,1949.0,Detchd
9,1684,1684,0,28,1684,2,564,8849,6,3,NridgHt,2005,616.0,1656,2,63.0,495,2005.0,Attchd
5,1112,536,576,129,536,1,336,2592,4,34,MeadowV,1976,0.0,175,1,36.0,182,1976.0,Attchd
6,1577,972,605,0,972,1,312,6435,6,67,BrkSide,1950,0.0,972,1,65.0,0,1939.0,Detchd
6,958,958,0,498,958,1,301,12772,5,47,NAmes,1998,0.0,460,1,69.0,0,1960.0,Attchd
6,1478,1478,0,1270,1478,2,498,17600,6,49,NAmes,1960,30.0,208,2,69.0,0,1960.0,Attchd
7,1626,764,862,573,764,2,474,2448,6,5,NridgHt,2004,106.0,191,2,36.0,0,2003.0,BuiltIn
9,2728,1848,880,1410,1848,3,706,20431,10,1,NridgHt,2006,870.0,438,2,56.0,0,2006.0,Attchd
9,1869,1869,0,0,1869,2,617,7820,6,0,NridgHt,2007,362.0,1869,2,68.0,210,2007.0,Attchd
7,1453,1453,0,1082,1453,2,445,5271,6,20,ClearCr,1986,0.0,371,1,69.0,0,1986.0,Attchd
5,1111,616,495,236,616,1,200,9084,5,67,Edwards,1950,0.0,0,1,60.0,48,1941.0,Detchd
6,720,624,0,0,720,2,484,8520,5,82,OldTown,2003,0.0,624,1,60.0,106,2005.0,Detchd
6,1595,940,403,388,1192,1,240,8400,6,66,SWISU,2000,0.0,552,1,60.0,0,1940.0,Attchd
6,1200,1200,0,334,1200,2,521,11249,6,12,CollgCr,1995,0.0,322,2,105.0,0,1995.0,Attchd
6,1167,1158,0,560,1167,2,400,9248,6,17,Gilbert,1992,106.0,598,2,69.0,120,1992.0,Attchd
5,1142,1142,0,874,1142,2,528,4224,6,31,MeadowV,1976,0.0,268,1,44.0,536,1976.0,Attchd
5,1352,1062,0,300,1352,1,288,6930,6,48,ClearCr,1958,120.0,468,1,92.0,168,1958.0,BuiltIn
8,1924,1086,838,956,1086,2,592,12011,7,8,NoRidge,1998,530.0,130,2,78.0,208,1998.0,Attchd
6,912,888,0,773,912,2,470,7540,5,29,Mitchel,1978,0.0,115,1,69.0,0,1978.0,Attchd
5,1505,883,517,399,988,1,240,9144,8,68,BrkSide,1982,0.0,484,1,69.0,0,1940.0,Detchd
7,1922,0,1427,0,495,2,672,7301,7,6,Edwards,2003,500.0,0,3,64.0,0,2003.0,BuiltIn
6,987,483,504,162,483,1,264,1680,5,37,BrDale,2007,510.0,321,1,21.0,250,1972.0,Detchd
6,1574,796,784,712,790,2,566,18800,6,30,NWAmes,1976,120.0,84,2,69.0,306,1976.0,Attchd
5,1344,672,672,456,672,1,468,10690,6,89,IDOTRR,1997,0.0,216,1,59.0,0,1964.0,Detchd
6,1394,1394,0,609,1394,2,514,9500,6,46,NAmes,1963,247.0,785,1,69.0,0,1963.0,Attchd
6,1431,1099,0,371,1431,1,296,9150,6,46,NAmes,1962,305.0,728,1,101.0,64,1962.0,Basment
5,1268,1268,0,540,1268,1,244,7800,7,56,NAmes,1954,200.0,728,1,78.0,0,1954.0,Attchd
5,1287,1063,0,72,1287,2,576,9830,7,51,NAmes,2006,0.0,733,1,69.0,364,1997.0,Detchd
6,1664,953,711,0,953,2,460,8121,7,6,Gilbert,2000,0.0,953,2,69.0,100,2000.0,Attchd
4,1588,0,468,0,1120,2,680,17120,7,49,ClearCr,1959,0.0,0,2,80.0,0,1991.0,Detchd
6,752,744,0,623,752,1,264,7175,4,26,SawyerW,1984,0.0,0,1,50.0,353,1984.0,Attchd
5,1319,608,0,428,1319,1,270,10634,5,56,NAmes,1953,0.0,0,1,79.0,66,1953.0,Attchd
7,1928,847,1081,0,847,2,434,8200,8,4,CollgCr,2004,0.0,847,2,65.0,100,2003.0,BuiltIn
1,904,683,0,350,904,0,0,10020,4,87,Edwards,1950,0.0,333,0,69.0,0,1980.0,missing
5,914,870,0,298,914,2,576,8846,5,10,CollgCr,1996,0.0,572,1,57.0,0,1998.0,Detchd
8,2466,1580,886,0,1580,2,610,11143,8,3,Somerst,2005,0.0,1580,3,102.0,159,2004.0,Attchd
9,1856,1856,0,1445,1856,3,834,11394,8,0,StoneBr,2010,350.0,411,1,88.0,113,2010.0,Attchd
6,1800,982,793,0,1007,2,463,8123,7,9,Gilbert,2000,16.0,982,2,60.0,100,2000.0,Attchd
5,1691,1026,665,218,1026,1,308,5000,6,86,SWISU,1950,0.0,808,2,50.0,0,1924.0,Detchd
7,1301,1293,0,0,1301,2,572,7200,5,0,Somerst,2006,0.0,1293,2,60.0,216,2006.0,Attchd
7,1797,939,858,0,939,2,639,9245,8,1,CollgCr,2006,0.0,939,2,79.0,144,2006.0,Attchd
6,784,784,0,0,784,2,360,9000,5,81,SawyerW,1950,0.0,784,1,60.0,0,1950.0,Detchd
6,1953,1580,874,985,1079,2,501,53107,9,15,ClearCr,1992,0.0,595,2,69.0,216,1992.0,Attchd
8,1269,1256,0,24,1269,2,430,3182,6,6,Blmngtn,2005,16.0,1232,2,43.0,146,2004.0,Attchd
5,1184,658,526,0,658,0,0,8410,8,96,Edwards,1996,0.0,658,1,58.0,0,1980.0,missing
6,1125,1041,0,631,1125,1,352,7200,6,33,Edwards,1976,255.0,410,1,72.0,296,1977.0,Detchd
7,1479,1468,0,0,1479,2,577,9382,6,9,CollgCr,2000,125.0,1468,2,93.0,120,1999.0,Attchd
10,2332,1682,590,1280,1742,3,846,12474,9,1,NridgHt,2008,272.0,402,2,96.0,196,2008.0,BuiltIn
5,1367,861,406,241,961,1,384,8405,7,108,Edwards,1950,0.0,229,1,50.0,0,1978.0,Detchd
6,1961,804,1157,690,804,2,560,12209,7,8,Mitchel,2002,0.0,114,2,71.0,125,2001.0,BuiltIn
5,882,0,0,0,882,1,294,8339,5,48,NAmes,1959,0.0,0,1,69.0,0,1959.0,Attchd
4,788,788,0,266,788,0,0,7446,4,65,BrkSide,1950,0.0,522,1,69.0,0,1980.0,missing
5,1034,735,299,0,735,1,240,10134,5,67,OldTown,1950,0.0,735,1,60.0,0,1940.0,Detchd
5,1144,1144,0,739,1144,1,596,9571,6,54,Edwards,1956,0.0,405,1,68.0,44,1956.0,Attchd
5,894,894,0,777,894,2,600,7200,6,37,CollgCr,1972,0.0,117,1,60.0,215,1985.0,Detchd
5,1812,864,936,540,876,1,264,7590,8,45,NAmes,1962,288.0,324,2,69.0,0,1962.0,Attchd
5,1077,961,0,0,1077,1,338,8967,6,87,IDOTRR,1950,0.0,961,1,60.0,0,1920.0,Detchd
7,1550,1092,438,812,1112,2,438,8125,7,3,Somerst,2007,100.0,280,2,65.0,0,2007.0,Attchd
8,1288,1260,0,786,1288,2,500,14963,4,12,Veenker,1996,0.0,474,1,38.0,120,1996.0,Attchd
7,1310,1310,0,24,1310,2,400,8767,6,1,CollgCr,2005,0.0,1286,2,65.0,0,2005.0,Attchd
5,672,672,0,0,672,1,240,10200,4,68,Sawyer,1997,0.0,672,1,60.0,168,1940.0,Detchd
8,2263,1141,1098,0,1165,2,420,12090,10,8,NoRidge,1998,650.0,1141,2,93.0,144,1998.0,BuiltIn
6,1572,806,766,0,806,2,373,10364,7,12,Gilbert,1996,0.0,806,2,69.0,0,1995.0,BuiltIn
4,1620,1281,0,1116,1620,2,490,9991,8,33,Sawyer,1993,0.0,165,2,69.0,120,1993.0,Attchd
6,1639,1064,0,0,1166,1,240,10480,6,72,SWISU,1950,0.0,1064,1,51.0,0,1936.0,Detchd
6,1680,840,840,0,840,1,308,15576,8,93,Crawfor,1976,0.0,840,2,63.0,0,1960.0,Attchd
7,2172,1063,1101,0,1071,3,947,14154,9,1,NridgHt,2006,350.0,1063,2,109.0,192,2006.0,Attchd
8,2078,1034,1028,789,1050,3,836,10800,8,1,Somerst,2008,100.0,245,2,85.0,0,2008.0,Attchd
5,1276,1276,0,0,1276,1,350,9571,5,51,Edwards,1958,0.0,1276,1,68.0,0,1958.0,Attchd
5,1056,1056,0,1056,1056,2,572,34650,5,51,Gilbert,1955,0.0,0,1,100.0,264,1955.0,Attchd
7,1478,1470,0,578,1478,2,484,4403,7,1,Somerst,2009,432.0,892,2,69.0,0,2009.0,Attchd
5,1028,1008,0,0,1028,2,360,8960,5,83,OldTown,1950,0.0,1008,1,56.0,0,1927.0,Detchd
7,2097,1080,1017,50,1080,3,678,11228,9,15,SawyerW,1993,0.0,499,2,59.0,196,1993.0,Attchd
7,1340,1340,0,24,1340,2,396,8899,6,0,Gilbert,2007,0.0,1316,2,73.0,100,2007.0,Attchd
6,1400,672,728,209,672,2,440,7844,6,28,Sawyer,1978,203.0,463,1,74.0,0,1978.0,Attchd
6,2624,1370,1254,1128,1370,3,864,22420,10,89,Crawfor,1950,0.0,242,2,86.0,0,1918.0,Detchd
5,1134,756,378,312,756,1,240,8160,7,67,Edwards,1950,0.0,444,1,60.0,0,1940.0,Detchd
5,1056,1056,0,775,1056,1,304,8450,6,42,NAmes,1968,0.0,281,1,65.0,0,1968.0,Attchd
7,1344,1344,0,1309,1344,4,784,7060,8,11,Mitchel,1998,200.0,35,2,78.0,0,1997.0,Attchd
6,1602,1602,0,1246,1602,2,529,16635,8,32,NWAmes,2000,126.0,356,2,69.0,240,1977.0,Attchd
5,988,988,0,0,988,2,520,21750,4,54,Mitchel,1954,0.0,988,1,100.0,0,1954.0,Attchd
8,2630,1470,1160,986,1470,3,696,9200,8,10,NoRidge,1998,473.0,484,2,80.0,0,1998.0,Attchd
6,1196,1196,0,616,1196,1,297,9000,6,52,NAmes,1956,74.0,580,1,72.0,0,1956.0,Attchd
7,1389,651,682,0,707,1,240,3378,6,63,OldTown,1992,0.0,651,1,60.0,0,1947.0,Detchd
7,1644,1518,0,1518,1644,2,569,12800,5,20,SawyerW,1989,145.0,0,2,69.0,80,1989.0,Attchd
4,907,907,0,288,907,1,352,8593,5,51,NAmes,1957,0.0,619,1,77.0,0,1964.0,Detchd
7,1208,1208,0,664,1208,2,628,6762,6,0,CollgCr,2007,108.0,544,2,64.0,105,2007.0,Attchd
6,1412,1392,0,1005,1412,2,576,11457,6,21,Timber,1988,0.0,387,2,130.0,0,1988.0,Attchd
6,987,483,504,387,483,1,264,1680,4,37,BrDale,1971,232.0,96,1,21.0,0,1971.0,Detchd
6,1198,901,110,0,1088,0,0,5586,7,88,OldTown,1998,0.0,901,1,60.0,0,1980.0,missing
5,1365,765,600,471,765,2,440,1920,6,36,BrDale,1971,376.0,294,1,24.0,240,1971.0,Detchd
6,1604,926,678,0,926,2,470,10839,7,11,Gilbert,1998,0.0,926,2,100.0,0,1997.0,Attchd
4,630,630,0,495,630,0,0,1890,3,36,MeadowV,1972,0.0,135,1,21.0,88,1980.0,missing
7,1661,799,834,385,827,2,550,10667,6,13,CollgCr,1996,0.0,70,2,43.0,158,1996.0,Attchd
6,1118,648,384,0,734,2,440,4400,6,86,OldTown,1950,0.0,648,1,40.0,0,1990.0,Detchd
6,904,884,0,0,904,1,180,6000,4,83,BrkSide,2004,0.0,884,1,50.0,0,1926.0,Detchd
5,694,440,0,365,694,1,352,4280,4,94,Crawfor,2002,0.0,75,1,40.0,0,1990.0,Detchd
6,1196,684,512,0,684,2,528,12354,7,89,Edwards,2000,0.0,684,1,67.0,0,2005.0,Detchd
10,2402,3094,0,1767,2402,3,672,15431,10,1,NridgHt,2008,200.0,788,2,105.0,0,2008.0,Attchd
4,1440,1440,0,133,1440,0,0,12108,8,53,Edwards,1955,270.0,1307,2,92.0,0,1980.0,missing
5,1573,1078,445,0,1128,2,360,6240,8,78,BrkSide,1992,0.0,1078,2,52.0,0,1930.0,Detchd
7,1258,1258,0,0,1258,3,648,3922,6,1,Blmngtn,2007,72.0,1258,2,53.0,144,2007.0,Attchd
7,1908,915,975,642,933,2,493,8750,8,14,CollgCr,1995,0.0,273,2,70.0,144,1994.0,Attchd
6,1689,1436,0,0,1689,2,480,9855,7,53,Edwards,1956,0.0,1436,1,73.0,0,1956.0,Attchd
6,1888,1517,0,247,1888,2,578,16492,6,44,NAmes,2002,0.0,557,2,137.0,0,1966.0,Attchd
7,1886,930,930,0,956,2,431,11214,10,8,Gilbert,1999,0.0,930,2,69.0,89,1998.0,Attchd
6,1376,780,596,0,780,1,198,8600,7,69,IDOTRR,1950,0.0,780,2,50.0,0,1937.0,Detchd
3,1183,649,504,331,679,1,308,6000,6,59,OldTown,2002,0.0,318,1,50.0,0,1981.0,Detchd
6,813,813,0,0,813,1,270,5684,5,76,OldTown,2005,0.0,813,1,70.0,0,1932.0,Detchd
7,1533,1533,0,655,1533,2,576,70761,5,31,ClearCr,1975,0.0,878,2,62.0,200,1975.0,Attchd
6,1756,872,868,742,888,2,422,9303,7,11,Timber,1997,42.0,130,2,69.0,144,1996.0,Attchd
8,1590,768,804,0,786,2,676,9000,6,1,Somerst,2008,0.0,768,2,75.0,0,2008.0,Attchd
5,1728,1728,0,1606,1728,2,560,9297,8,30,Mitchel,1976,0.0,122,2,63.0,0,1976.0,Detchd
7,1242,1242,0,916,1242,2,528,9600,6,34,NWAmes,1973,320.0,326,1,80.0,0,1973.0,Attchd
5,1344,624,720,0,624,3,513,4571,7,92,OldTown,1950,0.0,624,1,34.0,0,1916.0,Detchd
4,1663,1364,0,1116,1663,2,529,53227,6,54,ClearCr,1994,0.0,248,1,69.0,224,1954.0,Attchd
8,1666,588,833,0,833,1,228,5100,7,83,OldTown,1996,0.0,588,1,69.0,192,1925.0,Detchd
5,1203,709,224,185,979,1,352,7015,5,59,BrkSide,1950,161.0,524,1,69.0,0,1950.0,Detchd
8,1935,832,1103,544,832,2,552,8004,8,0,Somerst,2009,110.0,288,2,75.0,0,2009.0,BuiltIn
7,1135,560,560,350,575,2,576,7200,6,73,SWISU,2007,0.0,0,1,60.0,256,1971.0,Detchd
5,864,864,0,553,864,1,360,8281,5,44,Sawyer,1965,0.0,0,1,60.0,0,1965.0,Detchd
6,1660,715,811,326,849,1,240,11988,6,74,Crawfor,1995,0.0,389,1,74.0,0,1939.0,Detchd
5,1040,1040,0,616,1040,0,0,8430,5,31,CollgCr,1978,136.0,424,2,60.0,0,1980.0,missing
7,1414,1375,0,0,1414,2,398,3072,6,2,Blmngtn,2004,18.0,1375,2,69.0,144,2004.0,Attchd
7,1277,1277,0,778,1277,2,526,10628,5,37,NAmes,1970,0.0,499,1,85.0,0,1970.0,Attchd
5,1644,728,756,386,888,1,312,9480,7,65,NAmes,1995,224.0,342,1,79.0,168,1942.0,Attchd
8,1634,1626,0,0,1634,3,866,11428,7,1,NridgHt,2006,248.0,1626,2,98.0,0,2006.0,Attchd
6,1710,832,878,426,832,2,506,9291,7,15,SawyerW,1993,120.0,406,2,76.0,144,1993.0,Attchd
8,1502,1488,0,368,1502,2,528,6820,4,25,StoneBr,1985,0.0,0,1,69.0,0,1985.0,Attchd
7,1969,808,808,0,1161,2,534,11952,8,30,NWAmes,1977,0.0,808,2,92.0,0,1977.0,Attchd
6,1072,547,0,459,1072,2,525,3675,5,3,Edwards,2005,80.0,88,1,35.0,0,2005.0,Basment
8,1976,1976,0,1350,1976,3,908,14977,7,1,NridgHt,2007,304.0,626,2,110.0,250,2006.0,Attchd
