OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,BsmtFinSF1,1stFlrSF,GarageCars,GarageArea,LotArea,TotRmsAbvGrd,Age,Neighborhood,YearRemodAdd,MasVnrArea,BsmtUnfSF,FullBath,LotFrontage,WoodDeckSF,GarageYrBlt,GarageType
9,2020,2020.0,0,1232.0,2020,3.0,896.0,12350,7,1,NridgHt,2008,450.0,788.0,2,95.0,192,2008.0,Attchd
10,2674,2630.0,0,2288.0,2674,3.0,762.0,13693,8,2,NridgHt,2007,472.0,342.0,2,105.0,360,2007.0,Attchd
9,1736,1736.0,0,0.0,1736,3.0,834.0,11578,7,1,NridgHt,2008,302.0,1736.0,2,95.0,319,2008.0,Attchd
8,1782,1782.0,0,1531.0,1782,3.0,932.0,16870,7,5,NridgHt,2005,238.0,251.0,2,129.0,99,2004.0,Attchd
8,2520,1508.0,1012,1230.0,1508,3.0,640.0,23303,10,2,NridgHt,2007,20.0,278.0,2,59.0,192,2007.0,BuiltIn
9,1743,1739.0,0,1015.0,1743,3.0,927.0,10367,8,1,NridgHt,2008,284.0,724.0,2,87.0,168,2008.0,Attchd
9,1531,1504.0,0,1037.0,1531,3.0,700.0,10872,6,3,NridgHt,2006,122.0,467.0,2,77.0,184,2006.0,Attchd
9,1808,1774.0,0,1142.0,1808,3.0,850.0,13514,7,1,NridgHt,2008,285.0,632.0,2,102.0,200,2008.0,Attchd
7,1760,1760.0,0,1262.0,1760,2.0,583.0,12878,8,6,NridgHt,2004,418.0,498.0,2,90.0,165,2003.0,Attchd
9,2452,2452.0,0,1972.0,2452,3.0,886.0,15274,10,6,NridgHt,2003,724.0,480.0,2,110.0,0,2003.0,Attchd
8,2400,1082.0,1295,0.0,1105,3.0,730.0,13262,10,6,NridgHt,2004,186.0,1082.0,3,96.0,114,2003.0,BuiltIn
8,1606,1598.0,0,0.0,1606,3.0,871.0,9658,6,3,NridgHt,2006,383.0,1598.0,2,70.0,230,2006.0,Attchd
6,1358,1358.0,0,836.0,1358,2.0,484.0,6904,6,4,NridgHt,2005,240.0,522.0,2,47.0,192,2005.0,Attchd
6,1306,1306.0,0,881.0,1306,2.0,624.0,5122,5,4,NridgHt,2005,135.0,425.0,2,34.0,170,2005.0,Attchd
7,1358,1350.0,0,876.0,1358,2.0,484.0,10307,6,2,NridgHt,2008,176.0,474.0,2,80.0,192,2008.0,Attchd
10,2492,2492.0,0,2146.0,2492,3.0,949.0,14836,8,5,NridgHt,2005,730.0,346.0,2,100.0,226,2004.0,Attchd
8,2200,2200.0,0,1557.0,2200,3.0,685.0,15262,8,6,NridgHt,2004,470.0,643.0,2,117.0,208,2003.0,Attchd
9,1884,1884.0,0,800.0,1884,2.0,649.0,7390,6,1,NridgHt,2009,308.0,1084.0,2,44.0,231,2008.0,Attchd
9,1456,1451.0,0,0.0,1456,2.0,539.0,6472,6,1,NridgHt,2008,500.0,1451.0,2,48.0,192,2008.0,Attchd
8,1712,1712.0,0,1196.0,1712,3.0,701.0,16770,8,7,NridgHt,2003,270.0,516.0,2,129.0,218,2002.0,Attchd
7,1405,1405.0,0,0.0,1405,2.0,478.0,3480,6,6,NridgHt,2003,163.0,1405.0,2,48.0,148,2003.0,Attchd
7,1456,728.0,728,0.0,728,2.0,390.0,10928,8,4,Gilbert,2005,0.0,728.0,2,63.0,100,2005.0,Attchd
6,1490,745.0,745,0.0,745,2.0,392.0,8918,7,4,Gilbert,2006,0.0,745.0,2,57.0,36,2005.0,Attchd
7,1220,1220.0,0,16.0,1220,2.0,397.0,3182,5,4,Blmngtn,2006,16.0,1204.0,2,43.0,100,2005.0,Attchd
7,1374,384.0,630,0.0,744,2.0,400.0,9434,6,5,Gilbert,2005,0.0,384.0,2,59.0,100,2004.0,BuiltIn
7,1630,868.0,762,0.0,868,2.0,436.0,7984,7,5,Gilbert,2005,200.0,868.0,2,62.0,120,2004.0,BuiltIn
7,1594,846.0,748,0.0,846,2.0,434.0,10125,7,5,Gilbert,2004,0.0,846.0,2,61.0,300,2004.0,Attchd
7,1489,782.0,683,652.0,806,2.0,400.0,8965,8,6,Gilbert,2003,0.0,130.0,2,67.0,0,2003.0,Attchd
7,1342,698.0,644,494.0,698,2.0,393.0,8174,7,6,Gilbert,2003,0.0,204.0,2,67.0,100,2003.0,Attchd
8,2004,870.0,1126,651.0,878,3.0,644.0,12891,8,7,Gilbert,2002,0.0,219.0,2,67.0,0,2002.0,BuiltIn
7,1374,384.0,630,241.0,744,2.0,400.0,9734,7,5,Gilbert,2004,0.0,30.0,2,61.0,0,2004.0,BuiltIn
6,1514,794.0,695,683.0,819,2.0,394.0,8433,7,9,Gilbert,2000,0.0,111.0,2,42.0,0,2000.0,Attchd
7,1430,384.0,656,0.0,774,2.0,400.0,7750,7,10,Gilbert,2000,0.0,384.0,2,62.0,0,1999.0,BuiltIn
7,2312,1177.0,1089,913.0,1223,3.0,658.0,15896,8,10,Gilbert,1999,210.0,264.0,2,67.0,298,1999.0,BuiltIn
7,1430,384.0,656,0.0,774,2.0,410.0,7848,7,10,Gilbert,1999,0.0,384.0,2,64.0,0,1999.0,BuiltIn
8,2687,1455.0,1221,1173.0,1466,3.0,810.0,12720,10,9,NoRidge,2000,150.0,282.0,2,106.0,252,2000.0,BuiltIn
8,2063,2024.0,0,236.0,2063,3.0,815.0,10750,7,15,NoRidge,1995,634.0,262.0,2,67.0,182,1994.0,Attchd
7,2061,1070.0,967,816.0,1094,2.0,647.0,9085,7,14,NoRidge,1996,286.0,254.0,2,79.0,296,1995.0,Attchd
8,2232,1173.0,1017,624.0,1215,2.0,623.0,11692,8,16,NoRidge,1994,372.0,549.0,2,67.0,173,1993.0,Attchd
8,1696,1696.0,0,0.0,1696,3.0,972.0,11194,7,1,Somerst,2008,240.0,1696.0,2,86.0,120,2008.0,Attchd
8,1658,1614.0,0,0.0,1658,3.0,726.0,10206,7,1,Somerst,2008,294.0,1614.0,2,78.0,144,2008.0,Attchd
8,1702,1702.0,0,1294.0,1702,3.0,844.0,10130,7,2,Somerst,2007,260.0,408.0,2,85.0,0,2007.0,Attchd
8,1432,1422.0,0,379.0,1432,2.0,492.0,9139,7,3,Somerst,2006,206.0,1043.0,2,76.0,297,2006.0,Attchd
9,2490,2458.0,0,2158.0,2490,3.0,795.0,11128,9,4,Somerst,2006,198.0,300.0,2,85.0,70,2005.0,Attchd
7,1436,1436.0,0,0.0,1436,2.0,529.0,7993,6,1,Somerst,2009,0.0,1436.0,2,90.0,0,2008.0,Attchd
7,1402,1402.0,0,0.0,1402,2.0,625.0,8640,7,1,Somerst,2008,0.0,1402.0,2,72.0,205,2008.0,Attchd
9,1530,1530.0,0,0.0,1530,3.0,984.0,12606,7,2,Somerst,2008,120.0,1530.0,2,112.0,212,2008.0,Attchd
8,1448,1372.0,0,24.0,1448,2.0,692.0,7500,6,3,Somerst,2007,238.0,1348.0,2,75.0,0,2006.0,Attchd
8,1795,900.0,886,682.0,909,3.0,782.0,10603,8,3,Somerst,2006,121.0,218.0,2,84.0,168,2006.0,Attchd
8,1836,1836.0,0,0.0,1836,2.0,517.0,8125,8,1,Somerst,2009,288.0,1836.0,2,65.0,0,2009.0,Attchd
7,1662,1652.0,0,1430.0,1662,3.0,711.0,10625,8,3,Somerst,2007,0.0,222.0,2,85.0,168,2006.0,Attchd
7,1553,1553.0,0,771.0,1553,2.0,588.0,8736,6,6,Somerst,2004,0.0,422.0,2,68.0,192,2003.0,Attchd
7,1653,812.0,841,410.0,812,2.0,628.0,8127,6,6,Somerst,2003,0.0,402.0,2,65.0,0,2003.0,Attchd
7,1218,1218.0,0,0.0,1218,2.0,576.0,9605,6,2,SawyerW,2007,0.0,1218.0,1,80.0,0,2007.0,Detchd
7,1141,1141.0,0,54.0,1141,2.0,484.0,7500,6,3,SawyerW,2006,0.0,1087.0,1,63.0,182,2006.0,Detchd
6,1158,1158.0,0,0.0,1158,0.0,0.0,7500,5,5,SawyerW,2004,0.0,1158.0,1,63.0,0,1979.0,missing
7,1812,835.0,941,0.0,871,2.0,478.0,10628,8,5,SawyerW,2004,0.0,835.0,2,96.0,146,2004.0,BuiltIn
8,1512,1512.0,0,516.0,1512,3.0,845.0,10141,6,5,SawyerW,2004,264.0,222.0,2,76.0,210,2004.0,Attchd
7,1114,1114.0,0,0.0,1114,2.0,576.0,13072,6,5,SawyerW,2005,0.0,1114.0,1,63.0,248,2005.0,Detchd
5,1114,1114.0,0,0.0,1114,0.0,0.0,13072,6,5,SawyerW,2004,0.0,1114.0,1,63.0,0,1979.0,missing
5,1114,1114.0,0,836.0,1114,2.0,576.0,12450,6,6,SawyerW,2004,0.0,278.0,2,60.0,0,2004.0,Detchd
7,1450,1450.0,0,0.0,1450,3.0,788.0,7328,6,1,SawyerW,2009,140.0,1450.0,2,61.0,0,2008.0,Attchd
7,2122,913.0,1209,637.0,913,2.0,559.0,11492,8,13,SawyerW,1997,132.0,276.0,2,43.0,0,1997.0,Attchd
6,1730,816.0,897,52.0,833,2.0,528.0,7703,6,17,SawyerW,1992,0.0,400.0,2,70.0,0,1992.0,Attchd
6,1332,1332.0,0,0.0,1332,2.0,542.0,7175,5,19,SawyerW,1991,0.0,1332.0,2,50.0,0,1990.0,Attchd
7,1540,754.0,786,36.0,754,2.0,495.0,9109,6,15,SawyerW,1994,0.0,122.0,2,70.0,140,1994.0,Attchd
6,1400,676.0,702,331.0,698,2.0,465.0,10274,6,23,SawyerW,1986,141.0,345.0,2,67.0,0,1986.0,Attchd
6,1882,0.0,918,0.0,964,2.0,612.0,8250,8,28,SawyerW,1981,0.0,0.0,2,75.0,0,1981.0,Attchd
5,980,980.0,0,68.0,980,2.0,400.0,9750,5,47,Sawyer,1962,0.0,28.0,1,63.0,0,1969.0,Detchd
5,864,864.0,0,660.0,864,2.0,732.0,8499,5,48,Sawyer,1961,0.0,204.0,1,67.0,0,1982.0,Detchd
5,864,864.0,0,864.0,864,1.0,440.0,9079,5,48,Sawyer,1961,0.0,0.0,1,67.0,158,1961.0,Attchd
5,1020,1024.0,0,544.0,1020,1.0,288.0,9316,5,44,Sawyer,1965,0.0,480.0,2,67.0,171,1965.0,Attchd
5,912,912.0,0,624.0,912,1.0,300.0,7791,6,46,Sawyer,1995,0.0,288.0,1,67.0,0,1963.0,Attchd
5,912,912.0,0,140.0,912,1.0,252.0,7150,6,47,Sawyer,1962,60.0,182.0,1,65.0,0,1962.0,Attchd
8,2014,2014.0,0,1733.0,2014,3.0,864.0,15676,6,29,Veenker,1980,115.0,189.0,2,67.0,462,1980.0,Attchd
7,1755,975.0,780,601.0,975,2.0,524.0,11949,7,18,NoRidge,2008,196.0,158.0,2,67.0,502,1991.0,Attchd
7,3005,1376.0,1629,0.0,1376,3.0,704.0,2880,9,5,Somerst,2005,0.0,1376.0,2,32.0,0,2004.0,BuiltIn
6,1726,1726.0,0,0.0,1726,2.0,561.0,3830,6,1,Somerst,2008,280.0,1726.0,2,67.0,0,2008.0,Attchd
6,1256,1145.0,0,962.0,1256,2.0,641.0,4217,5,1,Somerst,2008,252.0,183.0,1,67.0,0,2008.0,Attchd
6,1512,756.0,756,507.0,756,2.0,440.0,2998,4,9,Somerst,2000,513.0,249.0,2,34.0,0,2000.0,Detchd
7,1452,691.0,739,549.0,713,2.0,506.0,3768,6,10,Somerst,1999,218.0,142.0,2,35.0,0,1999.0,Detchd
8,1694,1694.0,0,1252.0,1694,2.0,642.0,14694,5,32,Veenker,2008,450.0,306.0,2,67.0,501,1977.0,Attchd
7,1740,1740.0,0,121.0,1740,2.0,540.0,15417,7,28,Veenker,1981,0.0,1619.0,1,110.0,228,1981.0,Attchd
8,2499,392.0,1012,0.0,1487,2.0,527.0,9600,5,33,Veenker,1976,200.0,392.0,2,80.0,0,1976.0,Attchd
7,2067,752.0,782,560.0,1285,2.0,784.0,12732,7,35,NWAmes,1974,0.0,150.0,2,67.0,297,1974.0,Attchd
6,2640,932.0,1369,0.0,1271,2.0,515.0,10400,8,42,NWAmes,1997,256.0,932.0,2,80.0,0,1967.0,Attchd
5,1336,1288.0,0,553.0,1336,2.0,502.0,9600,6,40,NWAmes,1969,128.0,588.0,2,80.0,312,1969.0,Attchd
6,1216,1216.0,0,955.0,1216,1.0,336.0,9000,5,40,NWAmes,1969,200.0,261.0,1,75.0,0,1969.0,Attchd
7,2288,908.0,972,432.0,1316,2.0,520.0,13774,8,32,NWAmes,1992,283.0,476.0,1,67.0,321,1977.0,Attchd
5,864,864.0,0,648.0,864,1.0,312.0,7130,5,42,NAmes,1967,0.0,216.0,1,62.0,0,1967.0,Attchd
5,1568,1568.0,0,0.0,1568,2.0,440.0,9600,7,42,NAmes,1967,0.0,1568.0,1,80.0,160,1967.0,Attchd
7,2061,1165.0,896,698.0,1165,2.0,498.0,9600,8,35,NWAmes,1974,252.0,467.0,2,80.0,0,1974.0,Attchd
6,1320,1232.0,0,962.0,1320,2.0,495.0,16500,5,38,NWAmes,1971,509.0,270.0,2,67.0,0,1971.0,Attchd
4,894,894.0,0,734.0,894,2.0,396.0,7436,5,49,NAmes,1960,0.0,160.0,1,60.0,0,1988.0,Detchd
5,864,864.0,0,403.0,864,1.0,308.0,8125,5,50,NAmes,1959,0.0,461.0,1,65.0,0,1960.0,Detchd
4,1362,1040.0,0,775.0,1362,3.0,768.0,9450,6,52,NAmes,1957,160.0,265.0,1,67.0,0,1982.0,Attchd
5,1728,1048.0,0,625.0,1728,2.0,576.0,13495,7,53,NAmes,1956,70.0,222.0,2,67.0,0,1956.0,Detchd
5,1313,1313.0,0,310.0,1313,2.0,610.0,9350,6,48,NAmes,1995,217.0,491.0,1,85.0,172,1961.0,Attchd
5,1292,1292.0,0,998.0,1292,2.0,520.0,10500,6,45,NAmes,1964,144.0,294.0,1,115.0,0,1964.0,Detchd
5,2140,744.0,1315,388.0,825,2.0,549.0,8970,7,44,NAmes,1965,0.0,356.0,2,67.0,0,1965.0,Attchd
6,1576,1208.0,0,568.0,1576,2.0,368.0,11475,7,48,NAmes,1961,90.0,640.0,1,85.0,85,1961.0,BuiltIn
5,960,960.0,0,100.0,960,1.0,330.0,9768,5,54,NAmes,1955,0.0,613.0,1,68.0,0,1955.0,Attchd
6,1691,1680.0,0,1173.0,1691,2.0,550.0,9900,5,42,NAmes,1967,0.0,507.0,1,90.0,0,1967.0,Attchd
6,1453,1453.0,0,1312.0,1453,2.0,530.0,10573,6,48,NAmes,1961,3.0,141.0,2,92.0,0,1961.0,Attchd
6,1567,1562.0,0,1387.0,1567,2.0,542.0,14695,5,43,NAmes,2008,210.0,175.0,2,80.0,0,1966.0,Attchd
5,1144,1169.0,0,856.0,1144,1.0,286.0,8760,6,53,NAmes,1956,164.0,313.0,1,73.0,257,1956.0,Attchd
7,1329,1329.0,0,544.0,1329,2.0,441.0,12285,5,49,NAmes,1960,128.0,785.0,1,67.0,0,1960.0,Attchd
6,988,988.0,0,708.0,988,1.0,297.0,9240,6,50,NAmes,1998,0.0,280.0,2,66.0,156,1959.0,Attchd
5,1202,1202.0,0,435.0,1202,1.0,304.0,8750,6,53,NAmes,1956,0.0,565.0,1,70.0,0,1956.0,Attchd
5,1382,1382.0,0,172.0,1382,1.0,350.0,8750,6,54,NAmes,1955,0.0,727.0,1,70.0,280,1955.0,Attchd
4,1200,1200.0,0,155.0,1200,1.0,294.0,10400,6,53,NAmes,1956,0.0,295.0,1,80.0,0,1956.0,Attchd
5,1866,1866.0,0,0.0,1866,2.0,495.0,9482,8,51,NAmes,1958,657.0,1866.0,2,76.0,0,1958.0,Detchd
6,1062,1062.0,0,490.0,1062,1.0,297.0,8128,6,55,NAmes,1954,80.0,572.0,1,53.0,0,1954.0,Attchd
5,1112,631.0,0,308.0,1112,2.0,480.0,13070,5,58,NAmes,1951,0.0,323.0,1,67.0,0,1951.0,Basment
5,793,793.0,0,700.0,793,1.0,240.0,8480,4,64,NAmes,1950,0.0,93.0,1,80.0,0,1945.0,Detchd
5,1031,1031.0,0,931.0,1031,1.0,230.0,7626,5,57,NAmes,2005,0.0,100.0,1,60.0,0,1952.0,Attchd
5,1210,0.0,0,0.0,1210,1.0,616.0,9533,7,56,NAmes,1953,140.0,0.0,1,75.0,208,1953.0,Attchd
7,1527,699.0,726,699.0,801,2.0,410.0,11419,6,61,NAmes,1999,0.0,0.0,1,78.0,0,1948.0,Attchd
5,1200,1200.0,0,390.0,1200,1.0,246.0,9600,6,59,NAmes,1950,0.0,810.0,1,60.0,126,1950.0,Attchd
3,792,792.0,0,0.0,792,1.0,366.0,5470,4,51,OldTown,1958,0.0,792.0,1,53.0,0,1958.0,Attchd
5,1352,676.0,676,0.0,676,2.0,720.0,10800,7,70,OldTown,2006,0.0,676.0,2,60.0,187,1939.0,Detchd
4,1039,405.0,322,0.0,717,1.0,281.0,8146,6,109,OldTown,2003,0.0,405.0,1,80.0,0,1940.0,Detchd
5,1078,1054.0,0,0.0,1078,1.0,264.0,10230,6,84,OldTown,1950,0.0,1054.0,1,60.0,0,1987.0,Detchd
4,2377,1313.0,0,0.0,1313,2.0,528.0,10410,8,94,OldTown,1950,0.0,1313.0,2,60.0,0,1954.0,Detchd
7,1690,560.0,760,0.0,930,2.0,624.0,7200,5,99,OldTown,2008,0.0,560.0,2,60.0,0,2008.0,Detchd
2,599,416.0,0,0.0,599,0.0,0.0,5400,4,69,OldTown,1950,0.0,416.0,1,90.0,0,1979.0,missing
5,846,720.0,0,0.0,846,2.0,576.0,10800,4,89,OldTown,1950,0.0,720.0,1,60.0,0,1980.0,Detchd
3,725,630.0,0,0.0,725,1.0,320.0,10800,4,119,OldTown,1998,0.0,630.0,1,60.0,0,1959.0,Detchd
6,2544,1248.0,1296,0.0,1248,3.0,907.0,9671,12,40,NAmes,1969,480.0,1248.0,2,81.0,0,1969.0,Attchd
6,1380,1380.0,0,384.0,1380,1.0,364.0,10143,6,46,NAmes,1963,295.0,996.0,1,83.0,0,1963.0,Attchd
6,1040,1040.0,0,872.0,1040,2.0,480.0,11500,6,42,NAmes,1967,0.0,108.0,1,77.0,0,1967.0,Attchd
6,951,951.0,0,745.0,951,2.0,480.0,8010,6,51,NAmes,2007,0.0,206.0,1,62.0,0,1985.0,Detchd
6,1105,1105.0,0,546.0,1105,1.0,308.0,10454,5,52,NAmes,1957,143.0,559.0,1,90.0,0,1957.0,Detchd
6,1142,160.0,0,0.0,1142,1.0,384.0,9000,5,51,NAmes,1958,82.0,160.0,1,80.0,0,1958.0,Basment
6,1133,795.0,368,621.0,765,2.0,900.0,8064,5,59,NAmes,1950,0.0,174.0,1,60.0,0,1989.0,Detchd
5,1041,1041.0,0,0.0,1041,1.0,294.0,7350,6,51,NAmes,1958,0.0,1041.0,1,71.0,0,1958.0,Attchd
5,732,732.0,0,630.0,732,1.0,240.0,7200,4,57,NAmes,1952,0.0,0.0,1,60.0,0,1952.0,Detchd
5,1183,528.0,0,433.0,1183,1.0,288.0,8000,6,50,NAmes,1959,0.0,0.0,1,80.0,0,1959.0,Attchd
4,1461,832.0,629,0.0,832,1.0,384.0,10800,6,60,NAmes,1996,0.0,832.0,2,60.0,0,1949.0,Detchd
6,1495,864.0,0,120.0,1064,2.0,576.0,8064,6,61,NAmes,1994,0.0,744.0,1,60.0,180,1994.0,Detchd
6,1806,780.0,813,0.0,993,2.0,483.0,7570,8,45,NAmes,1964,420.0,780.0,1,76.0,0,1964.0,Attchd
5,941,941.0,0,941.0,941,2.0,564.0,8604,4,31,NAmes,1978,124.0,0.0,1,75.0,0,1978.0,Attchd
6,1045,1045.0,0,826.0,1045,1.0,264.0,7936,6,46,NAmes,1963,0.0,219.0,1,80.0,0,1963.0,Attchd
6,1378,901.0,517,0.0,861,1.0,162.0,4080,6,74,OldTown,1998,0.0,901.0,1,68.0,54,1920.0,Detchd
6,1944,972.0,972,633.0,972,2.0,324.0,10307,12,99,OldTown,1950,0.0,339.0,2,57.0,0,1920.0,Detchd
5,1306,240.0,496,0.0,810,2.0,472.0,15660,6,99,OldTown,2003,0.0,240.0,1,90.0,0,1959.0,Detchd
5,1464,504.0,700,0.0,764,0.0,0.0,9900,7,99,OldTown,2002,0.0,504.0,2,90.0,0,1979.0,missing
5,1558,690.0,690,421.0,868,2.0,400.0,6406,7,70,OldTown,1950,0.0,269.0,1,57.0,0,1939.0,Detchd
4,1701,600.0,600,0.0,1101,0.0,0.0,7627,8,89,OldTown,1950,0.0,600.0,2,63.0,0,1979.0,missing
5,1447,801.0,646,0.0,801,0.0,0.0,10134,6,99,OldTown,1950,0.0,801.0,1,56.0,80,1979.0,missing
5,1328,768.0,560,384.0,768,1.0,308.0,6000,6,59,OldTown,1970,0.0,384.0,1,50.0,0,1950.0,Detchd
4,861,861.0,0,0.0,861,2.0,288.0,7404,5,89,OldTown,1950,0.0,861.0,1,62.0,0,1920.0,Detchd
2,612,0.0,0,0.0,612,1.0,308.0,5925,4,69,OldTown,1950,0.0,0.0,1,50.0,0,1965.0,Detchd
5,792,624.0,0,0.0,792,1.0,287.0,8520,5,86,OldTown,1950,0.0,624.0,1,60.0,0,1963.0,Detchd
4,1510,677.0,677,0.0,833,2.0,720.0,9600,7,99,OldTown,1950,0.0,677.0,2,60.0,0,1974.0,Detchd
6,2007,917.0,917,0.0,1090,1.0,357.0,8400,8,109,OldTown,1950,0.0,917.0,2,70.0,0,1930.0,Detchd
6,1288,624.0,624,0.0,664,1.0,280.0,3600,5,92,OldTown,2007,0.0,624.0,1,60.0,0,1917.0,Attchd
4,816,624.0,0,0.0,816,0.0,0.0,3300,5,99,OldTown,1950,0.0,624.0,1,67.0,0,1979.0,missing
6,1480,972.0,0,0.0,1044,1.0,207.0,5400,6,89,OldTown,1950,0.0,972.0,1,60.0,0,1920.0,Detchd
6,1521,741.0,741,0.0,780,3.0,640.0,9720,8,99,OldTown,2002,0.0,741.0,1,60.0,0,1950.0,Detchd
3,797,245.0,0,0.0,797,0.0,0.0,9392,5,109,IDOTRR,1950,0.0,245.0,1,72.0,0,1979.0,missing
6,1432,1022.0,0,0.0,1432,1.0,216.0,6615,6,86,BrkSide,1950,0.0,1022.0,1,67.0,266,1923.0,BuiltIn
5,1654,297.0,653,0.0,1001,1.0,336.0,4960,7,79,BrkSide,1982,0.0,297.0,2,50.0,244,1955.0,Detchd
5,1142,468.0,320,220.0,822,1.0,320.0,6000,6,85,BrkSide,1950,444.0,248.0,1,60.0,0,1924.0,Attchd
5,995,960.0,0,0.0,995,1.0,264.0,6120,5,84,BrkSide,1999,0.0,960.0,1,51.0,0,1926.0,Detchd
5,1582,952.0,588,273.0,994,1.0,250.0,6120,6,71,BrkSide,1950,0.0,679.0,2,51.0,189,1938.0,Detchd
5,1072,1072.0,0,134.0,1072,4.0,1184.0,8635,5,84,BrkSide,1950,0.0,938.0,1,50.0,0,1982.0,Detchd
6,1768,1048.0,720,0.0,1048,2.0,576.0,8094,8,94,OldTown,1950,0.0,1048.0,2,57.0,0,1930.0,Detchd
7,1944,672.0,672,0.0,1272,1.0,216.0,9928,8,94,OldTown,1994,0.0,672.0,2,68.0,24,1915.0,Detchd
5,2128,1040.0,1040,0.0,1088,0.0,0.0,3000,11,87,OldTown,1950,0.0,1040.0,2,50.0,0,1979.0,missing
6,1930,720.0,784,522.0,1146,1.0,316.0,6876,8,82,IDOTRR,1950,0.0,198.0,2,57.0,0,1927.0,Attchd
6,1427,483.0,686,0.0,741,1.0,379.0,5775,7,94,OldTown,2002,0.0,483.0,1,67.0,0,1915.0,Attchd
7,1864,1020.0,886,169.0,978,0.0,0.0,5852,9,107,OldTown,2000,188.0,851.0,2,41.0,0,1979.0,missing
6,1666,1204.0,462,0.0,1204,1.0,384.0,5160,4,82,IDOTRR,1950,0.0,1204.0,1,60.0,0,1927.0,Detchd
4,892,858.0,0,749.0,892,0.0,0.0,5160,5,86,IDOTRR,1950,0.0,46.0,1,86.0,0,1979.0,missing
6,1403,698.0,649,276.0,754,1.0,308.0,10320,7,94,IDOTRR,1965,0.0,160.0,1,60.0,0,1915.0,Detchd
4,704,560.0,0,0.0,704,1.0,220.0,4280,4,63,Sawyer,2001,0.0,560.0,1,50.0,0,1946.0,CarPort
5,1200,1200.0,0,1200.0,1200,0.0,0.0,10800,5,22,Edwards,1988,0.0,0.0,3,60.0,120,1979.0,missing
5,1152,1152.0,0,1152.0,1152,1.0,252.0,10547,6,31,Edwards,1978,0.0,0.0,2,67.0,0,1960.0,Detchd
5,1112,585.0,425,0.0,687,1.0,226.0,9780,6,75,Edwards,1950,0.0,585.0,2,60.0,0,1934.0,Detchd
5,1052,1052.0,0,527.0,1052,1.0,668.0,11625,6,42,Sawyer,1967,172.0,525.0,1,75.0,0,1984.0,Attchd
6,1034,456.0,0,456.0,1034,2.0,504.0,8014,5,31,Sawyer,1978,23.0,0.0,1,67.0,0,1978.0,Basment
5,1774,552.0,611,0.0,904,1.0,384.0,15400,8,48,Sawyer,1961,0.0,552.0,2,88.0,290,1961.0,Attchd
6,1138,1138.0,0,588.0,1138,2.0,480.0,15312,6,49,Sawyer,1960,54.0,550.0,1,88.0,0,1960.0,Attchd
5,2071,825.0,0,0.0,2071,1.0,336.0,15584,9,53,ClearCr,1956,366.0,825.0,1,67.0,131,1956.0,Attchd
2,660,0.0,0,0.0,660,0.0,0.0,9000,5,62,Sawyer,1950,0.0,0.0,1,67.0,0,1979.0,missing
4,1383,0.0,0,0.0,1383,2.0,498.0,15635,6,55,Edwards,1954,0.0,0.0,1,67.0,0,1980.0,Attchd
5,1073,1073.0,0,257.0,1073,1.0,340.0,9571,5,53,Edwards,1956,0.0,816.0,1,68.0,0,1956.0,Attchd
6,1639,747.0,747,342.0,892,1.0,240.0,9350,6,63,Edwards,1950,0.0,405.0,1,50.0,0,1946.0,Detchd
5,1089,1089.0,0,173.0,1089,1.0,252.0,7440,5,55,Edwards,1954,0.0,916.0,1,62.0,328,1954.0,Detchd
5,1049,1049.0,0,552.0,1049,1.0,266.0,4235,5,25,Edwards,1984,149.0,104.0,2,42.0,0,1984.0,Attchd
7,1061,1054.0,0,460.0,1061,2.0,462.0,10778,4,19,SawyerW,1991,0.0,308.0,1,74.0,114,1990.0,Attchd
6,1338,520.0,0,70.0,1338,2.0,576.0,19255,5,26,SawyerW,1983,100.0,0.0,1,66.0,0,1983.0,Attchd
7,1879,1079.0,800,474.0,1079,2.0,473.0,10560,8,16,SawyerW,1994,0.0,605.0,2,85.0,400,1993.0,Attchd
5,2016,0.0,728,0.0,1288,2.0,576.0,26400,7,129,SawyerW,2007,0.0,0.0,1,120.0,0,1900.0,Attchd
5,2228,0.0,1114,0.0,1114,2.0,720.0,7018,8,30,SawyerW,1979,0.0,0.0,2,64.0,73,1979.0,Detchd
5,1535,0.0,0,0.0,1535,2.0,400.0,7018,8,30,SawyerW,1979,0.0,0.0,2,64.0,0,1979.0,Attchd
5,1229,1094.0,0,1094.0,1229,2.0,672.0,7040,6,30,SawyerW,1979,216.0,0.0,0,64.0,120,1979.0,Detchd
5,1513,0.0,0,0.0,1513,2.0,400.0,7007,8,30,SawyerW,1979,0.0,0.0,2,64.0,0,1979.0,Attchd
7,2787,1168.0,1619,820.0,1168,4.0,820.0,11855,8,9,SawyerW,2000,23.0,348.0,3,67.0,312,2000.0,BuiltIn
7,2787,1168.0,1619,820.0,1168,4.0,820.0,7939,8,9,SawyerW,2000,23.0,348.0,3,67.0,312,2000.0,BuiltIn
7,2787,1168.0,1619,820.0,1168,4.0,820.0,7976,8,9,SawyerW,2000,23.0,348.0,3,67.0,312,2000.0,BuiltIn
9,1680,1555.0,0,1021.0,1680,3.0,1138.0,10933,8,0,CollgCr,2009,242.0,534.0,1,84.0,185,2009.0,Attchd
